CustomerID,CustomerName,Phone,LoyaltyPoint
927,Customer 927,0917847750,522
928,Customer 928,0926865842,795
929,Customer 929,0960084236,422
930,Customer 930,0997253185,594
931,Customer 931,0992023602,310
932,Customer 932,0938771565,856
933,Customer 933,0922643979,573
934,Customer 934,0915866516,699
935,Customer 935,0930886189,980
936,Customer 936,0965996814,690
937,Customer 937,0987835298,665
938,Customer 938,0974040424,301
939,Customer 939,0973866988,439
940,Customer 940,0991551086,381
941,Customer 941,0932244685,685
942,Customer 942,0975528747,369
943,Customer 943,0993148867,758
944,Customer 944,0950437471,810
945,Customer 945,0966165746,832
946,Customer 946,0959513330,706
947,Customer 947,0911675107,1072
948,Customer 948,0964088613,582
949,Customer 949,0975156778,444
950,Customer 950,0960713514,803
951,Customer 951,0956325692,681
952,Customer 952,0915207132,596
953,Customer 953,0980361828,462
954,Customer 954,0923489017,517
955,Customer 955,0918027162,499
956,Customer 956,0966146841,639
957,Customer 957,0940942810,493
958,Customer 958,0998099020,508
959,Customer 959,0946795800,679
960,Customer 960,0913086754,640
961,Customer 961,0992423695,480
962,Customer 962,0917190547,856
963,Customer 963,0941615481,829
964,Customer 964,0913723215,938
965,Customer 965,0959551380,611
966,Customer 966,0998643515,689
967,Customer 967,0945886488,772
968,Customer 968,0952085387,1061
969,Customer 969,0927457597,938
970,Customer 970,0932277215,943
971,Customer 971,0988831223,585
972,Customer 972,0964823756,286
973,Customer 973,0930510490,279
974,Customer 974,0943654740,734
975,Customer 975,0917943451,509
976,Customer 976,0943778196,720
977,Customer 977,0968428914,765
978,Customer 978,0918459488,636
979,Customer 979,0915105186,634
980,Customer 980,0991925314,457
981,Customer 981,0930729843,435
982,Customer 982,0944931472,582
983,Customer 983,0976019160,956
984,Customer 984,0973737724,501
985,Customer 985,0911213815,749
986,Customer 986,0921832802,1230
987,Customer 987,0964077112,411
988,Customer 988,0987433427,507
989,Customer 989,0969525548,672
990,Customer 990,0972247809,700
991,Customer 991,0992808998,509
992,Customer 992,0961546568,459
993,Customer 993,0916103496,542
994,Customer 994,0929608498,609
995,Customer 995,0995986128,639
996,Customer 996,0987418047,432
997,Customer 997,0993553729,569
998,Customer 998,0988298702,491
999,Customer 999,0971403754,895
1000,Customer 1000,0956105352,682
